,Word,Senses,Glosa,PoS,SynsetPoS
402,follow-through,1,I appreciated his follow-through on his promise,n,eng-30-00211593-n
403,follow-through,2,his follow-through was straight down the line toward the target,n,eng-30-00211776-n
404,hibernation,3,he emerged from his hibernation to make his first appearance in several years,n,eng-30-00212377-n
405,handover,1,the handover of occupied territory,n,eng-30-00213186-n
406,exemption,3,he was granted immunity from prosecution,n,eng-30-00213903-n
407,fix,4,collusion resulted in tax fixes for gamblers,n,eng-30-00214148-n
408,sovereign_immunity,1,the doctrine of sovereign immunity originated with the maxim that the king can do no wrong,n,eng-30-00214526-n
409,splitsville,1,after 15 years together they are headed for splitsville,n,eng-30-00215534-n
410,purge,3,he died in a purge by Stalin,n,eng-30-00216834-n
411,kill,2,the pilot reported two kills during the mission,n,eng-30-00217593-n
412,death,8,he had two deaths on his conscience,n,eng-30-00219575-n
413,bloodshed,1,he avenged the bloodshed of his kinsmen,n,eng-30-00221178-n
414,suicide,1,it is a crime to commit suicide,n,eng-30-00222485-n
415,self-destruction,2,his insistence was pure self-destruction,n,eng-30-00222766-n
416,bloodbath,1,a bloodbath took place when the leaders of the plot surrendered,n,eng-30-00224260-n
417,bloodletting,2,ten days after the bloodletting Hitler gave the action its name,n,eng-30-00224260-n
418,bloodshed,2,the valley is no stranger to bloodshed and murder,n,eng-30-00224260-n
419,battue,2,a huge prison battue was ordered,n,eng-30-00224260-n
420,shooting,2,when the shooting stopped there were three dead bodies,n,eng-30-00225150-n
421,choking,2,no evidence that the choking was done by the accused,n,eng-30-00225786-n
422,squeeze,8,getting through that small opening was a tight squeeze,n,eng-30-00226319-n
423,heave,4,a bad case of the heaves,n,eng-30-00226951-n
424,strangulation,3,strangulation of the intestine,n,eng-30-00227264-n
425,abolition,1,the abolition of capital punishment,n,eng-30-00228283-n
426,cold_turkey,2,he quit smoking cold turkey,n,eng-30-00229034-n
427,closure,7,they regretted the closure of the day care center,n,eng-30-00229260-n
428,extinction,6,the extinction of the lights,n,eng-30-00229934-n
429,derogation,2,any derogation of the common law is to be strictly construed,n,eng-30-00232147-n
430,recission,1,recission may be brought about by decree or by mutual consent,n,eng-30-00232863-n
431,vitiation,1,the vitiation of the contract,n,eng-30-00233212-n
432,neutralization,1,the neutralization of Belgium,n,eng-30-00234423-n
433,reversal,1,there was a reversal of autonomic function,n,eng-30-00234892-n
434,beginning,5,he was responsible for the beginning of negotiations,n,eng-30-00235435-n
435,springboard,2,he uses other people's ideas as a springboard for his own,n,eng-30-00236194-n
436,jumping-off_point,1,reality provides the jumping-off point for his illusions,n,eng-30-00236194-n
437,point_of_departure,2,the point of departure of international comparison cannot be an institution but must be the function it carries out,n,eng-30-00236194-n
438,accession,6,Elizabeth's accession in 1558,n,eng-30-00236581-n
439,constitution,2,the constitution of a PTA group last year,n,eng-30-00237078-n
440,establishment,1,it was the establishment of his reputation,n,eng-30-00237078-n
441,formation,3,he still remembers the organization of the club,n,eng-30-00237078-n
442,re-establishment,1,regular exercise resulted in the re-establishment of his endurance,n,eng-30-00237705-n
443,introduction,1,they looked forward to the debut of their new product line,n,eng-30-00238022-n
444,induction,5,the induction of an anesthetic state,n,eng-30-00238527-n
445,icebreaker,2,he told jokes as an icebreaker,n,eng-30-00239766-n
446,inauguration,1,he opposed the inauguration of fluoridation,n,eng-30-00239910-n
447,startup,2,the startup of the new factory was delayed by strikes,n,eng-30-00239910-n
448,initiation,2,she looked forward to her initiation as an adult,n,eng-30-00240184-n
449,founding,1,the foundation of a new scientific society,n,eng-30-00240184-n
450,authorship,2,the authorship of the theory is disputed,n,eng-30-00240754-n
451,installation,1,the telephone installation took only a few minutes,n,eng-30-00240938-n
452,start,3,he got his start because one of the regular pitchers was in the hospital,n,eng-30-00241699-n
453,starting,1,his starting meant that the coach thought he was one of their best linemen,n,eng-30-00241699-n
454,startup,1,repeated shutdowns and startups are expensive,n,eng-30-00242431-n
455,unionization,1,the issue underlying the strike was unionization,n,eng-30-00242583-n
456,arousal,1,the purpose of art is the arousal of emotions,n,eng-30-00242808-n
457,ushering_in,1,it signalled the ushering in of a new era,n,eng-30-00243237-n
458,inauguration,2,the new president obviously enjoyed his inauguration,n,eng-30-00243373-n
459,first_base,3,we didn't get to first base with that approach,n,eng-30-00243662-n
460,cooking,1,cooking can be a great art,n,eng-30-00243918-n
461,cookery,1,people are needed who have experience in cookery,n,eng-30-00243918-n
462,preparation,8,he left the preparation of meals to his wife,n,eng-30-00243918-n
463,toasting,1,proper toasting should brown both sides of a piece of bread,n,eng-30-00246552-n
464,roasting,1,the slow roasting took several hours,n,eng-30-00247442-n
465,infusion,4,the team's continued success is attributable to a steady infusion of new talent,n,eng-30-00248748-n
466,improvement,2,their improvements increased the value of the property,n,eng-30-00248977-n
467,advancement,3,advancement of knowledge,n,eng-30-00249501-n
468,progress,1,great progress in the arts,n,eng-30-00249501-n
469,forwarding,2,his experience in marketing resulted in the forwarding of his career,n,eng-30-00249780-n
470,stride,3,they made big strides in productivity,n,eng-30-00249987-n
471,development,1,he congratulated them on their development of a plan to meet the emergency,n,eng-30-00250259-n
472,broadening,2,the broadening of travel,n,eng-30-00250597-n
473,cleaning,1,he gave his shoes a good cleaning,n,eng-30-00251013-n
474,swabbing,1,he gave it a good mopping,n,eng-30-00252020-n
475,purification,4,purification through repentance,n,eng-30-00252894-n
476,brush,8,he gave his hair a quick brush,n,eng-30-00256620-n
477,comb,5,his hair needed a comb,n,eng-30-00256746-n
478,shower,2,he took a shower after the game,n,eng-30-00257580-n
479,bath,2,he has a good bath every morning,n,eng-30-00257770-n
480,salve,2,he needed a salve for his conscience,n,eng-30-00259392-n
481,optimization,1,the simultaneous optimization of growth and profitability,n,eng-30-00260051-n
482,optimisation,1,in an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized,n,eng-30-00260051-n
483,reform,1,justice was for sale before the reform of the law courts,n,eng-30-00260622-n
484,reform,3,the family rejoiced in the drunkard's reform,n,eng-30-00261405-n
485,trimming,1,the children had to be in bed before it was time for the trimming of the tree,n,eng-30-00263000-n
486,modernization,1,the modernization of Nigeria will be a long process,n,eng-30-00264913-n
487,renovation,1,they are pursuing a general program of renovation to the entire property,n,eng-30-00265119-n
488,redevelopment,1,a major overhal of the healthcare system was proposed,n,eng-30-00265119-n
489,face_lift,2,give your home a facelift,n,eng-30-00265472-n
490,facelift,2,"more than a facelift, the new model marks a fundamental change of direction",n,eng-30-00265472-n
491,moralization,2,for years she worked toward the moralization of English literature,n,eng-30-00265773-n
492,downturn,1,the market took a downturn,n,eng-30-00266401-n
493,care,6,he wrote the manual on car care,n,eng-30-00267522-n
494,overhaul,1,it was time for an overhaul on the tractor,n,eng-30-00268112-n
495,makeover,2,the blighted neighborhood underwent a total makeover,n,eng-30-00269674-n
496,engagement,5,the play had bookings throughout the summer,n,eng-30-00270919-n
497,gig,6,they played a gig in New Jersey,n,eng-30-00271155-n
498,dehumanization,1,science has been blamed for the dehumanization of modern life,n,eng-30-00271636-n
499,corruption,5,corruption of a minor,n,eng-30-00272448-n
500,subversion,1,the big city's subversion of rural innocence,n,eng-30-00272448-n
501,etiolation,3,the etiolation of celery,n,eng-30-00274206-n
502,tinting,1,the hairdresser gave her hair a modest tinting,n,eng-30-00275151-n
503,drenching,1,he gave it a good drenching,n,eng-30-00277811-n
504,watering,2,the lawn needs a great deal of watering,n,eng-30-00278403-n
505,sprinkle,2,baptized with a sprinkling of holy water,n,eng-30-00278555-n
506,sprinkling,4,a sparge of warm water over the malt,n,eng-30-00278555-n
507,rumination,2,ruminants have remarkable powers of rumination,n,eng-30-00279377-n
508,motion,6,police controlled the motion of the crowd,n,eng-30-00279835-n
509,movement,2,the movement of people from the farms to the cities,n,eng-30-00279835-n
510,move,4,his move put him directly in my path,n,eng-30-00279835-n
511,movement,11,the movement of cargo onto the vessel,n,eng-30-00280586-n
512,approach,2,the hunter's approach scattered the geese,n,eng-30-00280853-n
513,access,6,he gained access to the building,n,eng-30-00281132-n
514,back_door,1,he got his job through the back door,n,eng-30-00281291-n
515,closing,3,the ship's rapid rate of closing gave them little time to avoid a collision,n,eng-30-00281462-n
516,push,5,the army made a push toward the sea,n,eng-30-00282485-n
517,career,2,the general had had a distinguished career,n,eng-30-00282613-n
518,life_history,2,he had a long career in the law,n,eng-30-00282613-n
519,march,3,the march of science,n,eng-30-00282840-n
520,plain_sailing,1,after we solved that problem the rest was plain sailing,n,eng-30-00282953-n
521,walk,1,walking is a healthy form of exercise,n,eng-30-00283568-n
522,ambulation,1,the hospital encouraged early ambulation,n,eng-30-00283951-n
523,foot,7,he followed on foot,n,eng-30-00284665-n
524,walk,4,he took a walk after lunch,n,eng-30-00284798-n
525,step,3,he walked with unsteady steps,n,eng-30-00285557-n
526,trip,6,he heard the trip of women's feet overhead,n,eng-30-00286240-n
527,hike,1,she enjoys a hike in her spare time,n,eng-30-00288970-n
528,saunter,1,he walked with a kind of saunter as if he hadn't a care in the world,n,eng-30-00289737-n
529,waddle,1,ducks walk with a waddle,n,eng-30-00290406-n
530,march,2,it was a long march,n,eng-30-00290579-n
531,marching,1,we heard the sound of marching,n,eng-30-00290579-n
532,lockstep,2,the prisoner's ankles were so chained together that they could only march in lockstep,n,eng-30-00291400-n
533,plodding,2,I could recognize his plod anywhere,n,eng-30-00291965-n
534,turn,12,we took a turn in the park,n,eng-30-00292599-n
535,shamble,1,from his shambling I assumed he was very old,n,eng-30-00292712-n
536,moonwalk,1,Michael Jackson perfected the moonwalk in the 1980s,n,eng-30-00293125-n
537,walk-through,4,the realtor took her on a walk-through of the apartment,n,eng-30-00293753-n
538,run,7,he broke into a run,n,eng-30-00293916-n
539,running,2,his daily run keeps him fit,n,eng-30-00293916-n
540,break,14,he made a break for the open door,n,eng-30-00294748-n
541,crawl,3,a crawl was all that the injured man could manage,n,eng-30-00294868-n
542,crawling,1,the traffic moved at a creep,n,eng-30-00294868-n
543,lap,5,he drove an extra lap just for insurance,n,eng-30-00295172-n
544,travel,1,he enjoyed selling but he hated the travel,n,eng-30-00295701-n
545,circumnavigation,1,Magellan's circumnavigation of the earth proved that it is a globe,n,eng-30-00296263-n
546,procession,2,processions were forbidden,n,eng-30-00296585-n
547,wandering,1,she followed him in his wanderings and looked after him,n,eng-30-00297062-n
548,tourism,1,Tourism is a major business in Bermuda,n,eng-30-00298161-n
549,air_travel,1,air travel involves too much waiting in airports,n,eng-30-00300441-n
550,aviation,4,if you've time to spare go by air,n,eng-30-00300441-n
551,flight,9,I took the noon flight to Chicago,n,eng-30-00301192-n
552,nonstop_flight,1,how many nonstops are there to Dallas?,n,eng-30-00302001-n
553,redeye,1,he took the redeye in order to get home the next morning,n,eng-30-00302185-n
554,flight,2,flying was still an exciting adventure for him,n,eng-30-00302394-n
555,jump,5,he had done a lot of parachuting in the army,n,eng-30-00303849-n
556,maiden_flight,1,the Stealth bomber made its maiden flight in 1989,n,eng-30-00304208-n
557,pass,7,the plane turned to make a second pass,n,eng-30-00304592-n
558,stage,6,then we embarked on the second stage of our Caribbean cruise,n,eng-30-00306900-n
559,commute,1,there is standing room only on the high-speed commute,n,eng-30-00307455-n
560,drive,8,he took the family for a drive in his new car,n,eng-30-00307631-n
561,long_haul,1,it's a long haul from New York to Los Angeles,n,eng-30-00308073-n
562,trip,1,he took a trip to the shopping center,n,eng-30-00308370-n
563,run,6,the ship made its run in record time,n,eng-30-00308871-n
564,run,16,take a run into town,n,eng-30-00309011-n
